record_id,title,process_category,record_type,date,owner,experiment_notes,failure_mode,parameters,validation_outcome,severity,tags,source_file
PKAI-0129,Manufacturing QA maintenance log 129,Manufacturing QA,maintenance_log,2024-05-15,A. Patel,Observed coating uniformity drift during run review. Equipment EQ-003 and material batch MB-2024-1053 were checked against the current validation threshold.,coating uniformity drift,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",failed,medium,"[""coating-uniformity-drift"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0129.md
PKAI-0130,Equipment Maintenance failure report 130,Equipment Maintenance,failure_report,2024-05-16,A. Patel,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1054.,thermal cycling impedance drift,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",failed,medium,"[""equipment-maintenance"", ""failure_report"", ""thermal-cycling-impedance-drift""]",process_notes/equipment_maintenance/failure_report_0130.md
PKAI-0131,Failure Analysis validation summary 131,Failure Analysis,validation_summary,2024-05-17,J. Rivera,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-005.",increased defect rate,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",failed,medium,"[""failure-analysis"", ""increased-defect-rate"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0131.md
PKAI-0132,Validation Testing parameter change 132,Validation Testing,parameter_change,2024-05-18,J. Rivera,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",passed,low,"[""calibration-offset"", ""parameter_change"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0132.md
PKAI-0133,Battery Process Optimization experiment note 133,Battery Process Optimization,experiment_note,2024-05-19,R. Singh,Observed material batch inconsistency during run review. Equipment EQ-007 and material batch MB-2024-1057 were checked against the current validation threshold.,material batch inconsistency,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,low,"[""battery-process-optimization"", ""experiment_note"", ""material-batch-inconsistency""]",process_notes/battery_process_optimization/experiment_note_0133.md
PKAI-0134,Materials Characterization qa record 134,Materials Characterization,qa_record,2024-05-20,A. Patel,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1058.,sensor anomaly,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",warning,low,"[""materials-characterization"", ""qa_record"", ""sensor-anomaly""]",process_notes/materials_characterization/qa_record_0134.md
PKAI-0135,Manufacturing QA maintenance log 135,Manufacturing QA,maintenance_log,2024-05-21,R. Singh,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-009.",yield loss,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,low,"[""maintenance_log"", ""manufacturing-qa"", ""yield-loss""]",process_notes/manufacturing_qa/maintenance_log_0135.md
PKAI-0136,Equipment Maintenance failure report 136,Equipment Maintenance,failure_report,2024-05-22,A. Patel,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",passed,low,"[""equipment-maintenance"", ""failure_report"", ""validation-threshold-miss""]",process_notes/equipment_maintenance/failure_report_0136.md
PKAI-0137,Failure Analysis validation summary 137,Failure Analysis,validation_summary,2024-05-23,J. Rivera,Observed coating uniformity drift during run review. Equipment EQ-011 and material batch MB-2024-1061 were checked against the current validation threshold.,coating uniformity drift,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,medium,"[""coating-uniformity-drift"", ""failure-analysis"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0137.md
PKAI-0138,Validation Testing parameter change 138,Validation Testing,parameter_change,2024-05-24,R. Singh,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1062.,thermal cycling impedance drift,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",passed,low,"[""parameter_change"", ""thermal-cycling-impedance-drift"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0138.md
PKAI-0139,Battery Process Optimization experiment note 139,Battery Process Optimization,experiment_note,2024-05-25,A. Patel,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-013.",increased defect rate,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,medium,"[""battery-process-optimization"", ""experiment_note"", ""increased-defect-rate""]",process_notes/battery_process_optimization/experiment_note_0139.md
PKAI-0140,Materials Characterization qa record 140,Materials Characterization,qa_record,2024-05-26,J. Rivera,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",passed,high,"[""calibration-offset"", ""materials-characterization"", ""qa_record""]",process_notes/materials_characterization/qa_record_0140.md
PKAI-0141,Manufacturing QA maintenance log 141,Manufacturing QA,maintenance_log,2024-05-27,N. Brooks,Observed material batch inconsistency during run review. Equipment EQ-015 and material batch MB-2024-1065 were checked against the current validation threshold.,material batch inconsistency,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",failed,low,"[""maintenance_log"", ""manufacturing-qa"", ""material-batch-inconsistency""]",process_notes/manufacturing_qa/maintenance_log_0141.md
PKAI-0142,Equipment Maintenance failure report 142,Equipment Maintenance,failure_report,2024-05-28,A. Patel,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1066.,sensor anomaly,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",failed,high,"[""equipment-maintenance"", ""failure_report"", ""sensor-anomaly""]",process_notes/equipment_maintenance/failure_report_0142.md
PKAI-0143,Failure Analysis validation summary 143,Failure Analysis,validation_summary,2024-05-29,M. Chen,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-017.",yield loss,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",warning,medium,"[""failure-analysis"", ""validation_summary"", ""yield-loss""]",process_notes/failure_analysis/validation_summary_0143.md
PKAI-0144,Validation Testing parameter change 144,Validation Testing,parameter_change,2024-05-30,M. Chen,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",failed,high,"[""parameter_change"", ""validation-testing"", ""validation-threshold-miss""]",process_notes/validation_testing/parameter_change_0144.md
PKAI-0145,Battery Process Optimization experiment note 145,Battery Process Optimization,experiment_note,2024-05-31,A. Patel,Observed coating uniformity drift during run review. Equipment EQ-001 and material batch MB-2024-1069 were checked against the current validation threshold.,coating uniformity drift,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,high,"[""battery-process-optimization"", ""coating-uniformity-drift"", ""experiment_note""]",process_notes/battery_process_optimization/experiment_note_0145.md
PKAI-0146,Materials Characterization qa record 146,Materials Characterization,qa_record,2024-06-01,A. Patel,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1070.,thermal cycling impedance drift,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",warning,low,"[""materials-characterization"", ""qa_record"", ""thermal-cycling-impedance-drift""]",process_notes/materials_characterization/qa_record_0146.md
PKAI-0147,Manufacturing QA maintenance log 147,Manufacturing QA,maintenance_log,2024-06-02,R. Singh,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-003.",increased defect rate,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,medium,"[""increased-defect-rate"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0147.md
PKAI-0148,Equipment Maintenance failure report 148,Equipment Maintenance,failure_report,2024-06-03,J. Rivera,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",warning,medium,"[""calibration-offset"", ""equipment-maintenance"", ""failure_report""]",process_notes/equipment_maintenance/failure_report_0148.md
PKAI-0149,Failure Analysis validation summary 149,Failure Analysis,validation_summary,2024-06-04,M. Chen,Observed material batch inconsistency during run review. Equipment EQ-005 and material batch MB-2024-1073 were checked against the current validation threshold.,material batch inconsistency,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",warning,medium,"[""failure-analysis"", ""material-batch-inconsistency"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0149.md
PKAI-0150,Validation Testing parameter change 150,Validation Testing,parameter_change,2024-06-05,R. Singh,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1074.,sensor anomaly,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",failed,high,"[""parameter_change"", ""sensor-anomaly"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0150.md
PKAI-0151,Battery Process Optimization experiment note 151,Battery Process Optimization,experiment_note,2024-06-06,M. Chen,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-007.",yield loss,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,medium,"[""battery-process-optimization"", ""experiment_note"", ""yield-loss""]",process_notes/battery_process_optimization/experiment_note_0151.md
PKAI-0152,Materials Characterization qa record 152,Materials Characterization,qa_record,2024-06-07,N. Brooks,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",failed,medium,"[""materials-characterization"", ""qa_record"", ""validation-threshold-miss""]",process_notes/materials_characterization/qa_record_0152.md
PKAI-0153,Manufacturing QA maintenance log 153,Manufacturing QA,maintenance_log,2024-06-08,R. Singh,Observed coating uniformity drift during run review. Equipment EQ-009 and material batch MB-2024-1002 were checked against the current validation threshold.,coating uniformity drift,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,medium,"[""coating-uniformity-drift"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0153.md
PKAI-0154,Equipment Maintenance failure report 154,Equipment Maintenance,failure_report,2024-06-09,M. Chen,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1003.,thermal cycling impedance drift,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",failed,high,"[""equipment-maintenance"", ""failure_report"", ""thermal-cycling-impedance-drift""]",process_notes/equipment_maintenance/failure_report_0154.md
PKAI-0155,Failure Analysis validation summary 155,Failure Analysis,validation_summary,2024-06-10,R. Singh,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-011.",increased defect rate,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,high,"[""failure-analysis"", ""increased-defect-rate"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0155.md
PKAI-0156,Validation Testing parameter change 156,Validation Testing,parameter_change,2024-06-11,R. Singh,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",passed,low,"[""calibration-offset"", ""parameter_change"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0156.md
PKAI-0157,Battery Process Optimization experiment note 157,Battery Process Optimization,experiment_note,2024-06-12,A. Patel,Observed material batch inconsistency during run review. Equipment EQ-013 and material batch MB-2024-1006 were checked against the current validation threshold.,material batch inconsistency,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,high,"[""battery-process-optimization"", ""experiment_note"", ""material-batch-inconsistency""]",process_notes/battery_process_optimization/experiment_note_0157.md
PKAI-0158,Materials Characterization qa record 158,Materials Characterization,qa_record,2024-06-13,A. Patel,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1007.,sensor anomaly,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",warning,medium,"[""materials-characterization"", ""qa_record"", ""sensor-anomaly""]",process_notes/materials_characterization/qa_record_0158.md
PKAI-0159,Manufacturing QA maintenance log 159,Manufacturing QA,maintenance_log,2024-06-14,R. Singh,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-015.",yield loss,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",warning,low,"[""maintenance_log"", ""manufacturing-qa"", ""yield-loss""]",process_notes/manufacturing_qa/maintenance_log_0159.md
PKAI-0160,Equipment Maintenance failure report 160,Equipment Maintenance,failure_report,2024-06-15,M. Chen,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",passed,medium,"[""equipment-maintenance"", ""failure_report"", ""validation-threshold-miss""]",process_notes/equipment_maintenance/failure_report_0160.md
PKAI-0161,Failure Analysis validation summary 161,Failure Analysis,validation_summary,2024-06-16,N. Brooks,Observed coating uniformity drift during run review. Equipment EQ-017 and material batch MB-2024-1010 were checked against the current validation threshold.,coating uniformity drift,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,high,"[""coating-uniformity-drift"", ""failure-analysis"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0161.md
PKAI-0162,Validation Testing parameter change 162,Validation Testing,parameter_change,2024-06-17,R. Singh,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1011.,thermal cycling impedance drift,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",warning,medium,"[""parameter_change"", ""thermal-cycling-impedance-drift"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0162.md
PKAI-0163,Battery Process Optimization experiment note 163,Battery Process Optimization,experiment_note,2024-06-18,A. Patel,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-001.",increased defect rate,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,medium,"[""battery-process-optimization"", ""experiment_note"", ""increased-defect-rate""]",process_notes/battery_process_optimization/experiment_note_0163.md
PKAI-0164,Materials Characterization qa record 164,Materials Characterization,qa_record,2024-06-19,J. Rivera,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",failed,low,"[""calibration-offset"", ""materials-characterization"", ""qa_record""]",process_notes/materials_characterization/qa_record_0164.md
PKAI-0165,Manufacturing QA maintenance log 165,Manufacturing QA,maintenance_log,2024-06-20,N. Brooks,Observed material batch inconsistency during run review. Equipment EQ-003 and material batch MB-2024-1014 were checked against the current validation threshold.,material batch inconsistency,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",warning,medium,"[""maintenance_log"", ""manufacturing-qa"", ""material-batch-inconsistency""]",process_notes/manufacturing_qa/maintenance_log_0165.md
PKAI-0166,Equipment Maintenance failure report 166,Equipment Maintenance,failure_report,2024-06-21,J. Rivera,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1015.,sensor anomaly,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",passed,low,"[""equipment-maintenance"", ""failure_report"", ""sensor-anomaly""]",process_notes/equipment_maintenance/failure_report_0166.md
PKAI-0167,Failure Analysis validation summary 167,Failure Analysis,validation_summary,2024-06-22,A. Patel,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-005.",yield loss,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",warning,medium,"[""failure-analysis"", ""validation_summary"", ""yield-loss""]",process_notes/failure_analysis/validation_summary_0167.md
PKAI-0168,Validation Testing parameter change 168,Validation Testing,parameter_change,2024-06-23,A. Patel,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",passed,low,"[""parameter_change"", ""validation-testing"", ""validation-threshold-miss""]",process_notes/validation_testing/parameter_change_0168.md
PKAI-0169,Battery Process Optimization experiment note 169,Battery Process Optimization,experiment_note,2024-06-24,R. Singh,Observed coating uniformity drift during run review. Equipment EQ-007 and material batch MB-2024-1018 were checked against the current validation threshold.,coating uniformity drift,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,medium,"[""battery-process-optimization"", ""coating-uniformity-drift"", ""experiment_note""]",process_notes/battery_process_optimization/experiment_note_0169.md
PKAI-0170,Materials Characterization qa record 170,Materials Characterization,qa_record,2024-06-25,J. Rivera,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1019.,thermal cycling impedance drift,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",passed,low,"[""materials-characterization"", ""qa_record"", ""thermal-cycling-impedance-drift""]",process_notes/materials_characterization/qa_record_0170.md
PKAI-0171,Manufacturing QA maintenance log 171,Manufacturing QA,maintenance_log,2024-06-26,J. Rivera,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-009.",increased defect rate,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,medium,"[""increased-defect-rate"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0171.md
PKAI-0172,Equipment Maintenance failure report 172,Equipment Maintenance,failure_report,2024-06-27,M. Chen,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",passed,medium,"[""calibration-offset"", ""equipment-maintenance"", ""failure_report""]",process_notes/equipment_maintenance/failure_report_0172.md
PKAI-0173,Failure Analysis validation summary 173,Failure Analysis,validation_summary,2024-06-28,R. Singh,Observed material batch inconsistency during run review. Equipment EQ-011 and material batch MB-2024-1022 were checked against the current validation threshold.,material batch inconsistency,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,medium,"[""failure-analysis"", ""material-batch-inconsistency"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0173.md
PKAI-0174,Validation Testing parameter change 174,Validation Testing,parameter_change,2024-06-29,R. Singh,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1023.,sensor anomaly,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",warning,medium,"[""parameter_change"", ""sensor-anomaly"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0174.md
PKAI-0175,Battery Process Optimization experiment note 175,Battery Process Optimization,experiment_note,2024-06-30,A. Patel,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-013.",yield loss,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",warning,medium,"[""battery-process-optimization"", ""experiment_note"", ""yield-loss""]",process_notes/battery_process_optimization/experiment_note_0175.md
PKAI-0176,Materials Characterization qa record 176,Materials Characterization,qa_record,2024-07-01,M. Chen,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",failed,medium,"[""materials-characterization"", ""qa_record"", ""validation-threshold-miss""]",process_notes/materials_characterization/qa_record_0176.md
PKAI-0177,Manufacturing QA maintenance log 177,Manufacturing QA,maintenance_log,2024-07-02,A. Patel,Observed coating uniformity drift during run review. Equipment EQ-015 and material batch MB-2024-1026 were checked against the current validation threshold.,coating uniformity drift,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,high,"[""coating-uniformity-drift"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0177.md
PKAI-0178,Equipment Maintenance failure report 178,Equipment Maintenance,failure_report,2024-07-03,A. Patel,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1027.,thermal cycling impedance drift,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",passed,low,"[""equipment-maintenance"", ""failure_report"", ""thermal-cycling-impedance-drift""]",process_notes/equipment_maintenance/failure_report_0178.md
PKAI-0179,Failure Analysis validation summary 179,Failure Analysis,validation_summary,2024-07-04,M. Chen,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-017.",increased defect rate,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",warning,low,"[""failure-analysis"", ""increased-defect-rate"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0179.md
PKAI-0180,Validation Testing parameter change 180,Validation Testing,parameter_change,2024-07-05,N. Brooks,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",passed,low,"[""calibration-offset"", ""parameter_change"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0180.md
PKAI-0181,Battery Process Optimization experiment note 181,Battery Process Optimization,experiment_note,2024-07-06,J. Rivera,Observed material batch inconsistency during run review. Equipment EQ-001 and material batch MB-2024-1030 were checked against the current validation threshold.,material batch inconsistency,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,high,"[""battery-process-optimization"", ""experiment_note"", ""material-batch-inconsistency""]",process_notes/battery_process_optimization/experiment_note_0181.md
PKAI-0182,Materials Characterization qa record 182,Materials Characterization,qa_record,2024-07-07,J. Rivera,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1031.,sensor anomaly,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",passed,high,"[""materials-characterization"", ""qa_record"", ""sensor-anomaly""]",process_notes/materials_characterization/qa_record_0182.md
PKAI-0183,Manufacturing QA maintenance log 183,Manufacturing QA,maintenance_log,2024-07-08,N. Brooks,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-003.",yield loss,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,medium,"[""maintenance_log"", ""manufacturing-qa"", ""yield-loss""]",process_notes/manufacturing_qa/maintenance_log_0183.md
PKAI-0184,Equipment Maintenance failure report 184,Equipment Maintenance,failure_report,2024-07-09,A. Patel,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",failed,medium,"[""equipment-maintenance"", ""failure_report"", ""validation-threshold-miss""]",process_notes/equipment_maintenance/failure_report_0184.md
PKAI-0185,Failure Analysis validation summary 185,Failure Analysis,validation_summary,2024-07-10,M. Chen,Observed coating uniformity drift during run review. Equipment EQ-005 and material batch MB-2024-1034 were checked against the current validation threshold.,coating uniformity drift,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,low,"[""coating-uniformity-drift"", ""failure-analysis"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0185.md
PKAI-0186,Validation Testing parameter change 186,Validation Testing,parameter_change,2024-07-11,J. Rivera,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1035.,thermal cycling impedance drift,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",warning,low,"[""parameter_change"", ""thermal-cycling-impedance-drift"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0186.md
PKAI-0187,Battery Process Optimization experiment note 187,Battery Process Optimization,experiment_note,2024-07-12,R. Singh,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-007.",increased defect rate,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",passed,medium,"[""battery-process-optimization"", ""experiment_note"", ""increased-defect-rate""]",process_notes/battery_process_optimization/experiment_note_0187.md
PKAI-0188,Materials Characterization qa record 188,Materials Characterization,qa_record,2024-07-13,M. Chen,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",passed,low,"[""calibration-offset"", ""materials-characterization"", ""qa_record""]",process_notes/materials_characterization/qa_record_0188.md
PKAI-0189,Manufacturing QA maintenance log 189,Manufacturing QA,maintenance_log,2024-07-14,R. Singh,Observed material batch inconsistency during run review. Equipment EQ-009 and material batch MB-2024-1038 were checked against the current validation threshold.,material batch inconsistency,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",failed,high,"[""maintenance_log"", ""manufacturing-qa"", ""material-batch-inconsistency""]",process_notes/manufacturing_qa/maintenance_log_0189.md
PKAI-0190,Equipment Maintenance failure report 190,Equipment Maintenance,failure_report,2024-07-15,R. Singh,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1039.,sensor anomaly,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",warning,medium,"[""equipment-maintenance"", ""failure_report"", ""sensor-anomaly""]",process_notes/equipment_maintenance/failure_report_0190.md
PKAI-0191,Failure Analysis validation summary 191,Failure Analysis,validation_summary,2024-07-16,J. Rivera,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-011.",yield loss,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",warning,medium,"[""failure-analysis"", ""validation_summary"", ""yield-loss""]",process_notes/failure_analysis/validation_summary_0191.md
PKAI-0192,Validation Testing parameter change 192,Validation Testing,parameter_change,2024-07-17,J. Rivera,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",warning,low,"[""parameter_change"", ""validation-testing"", ""validation-threshold-miss""]",process_notes/validation_testing/parameter_change_0192.md
